merch_state,month_date,retail_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
SD,2025-08-01,48.830001831054688,2160784,9146,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-08-01,53.849998474121094,1957322,8577,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-08-01,45.049999237060547,1938077,7624,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-08-01,37.7599983215332,1538306,5969,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-08-01,37.220001220703125,1490855,6796,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-08-01,58.340000152587891,1366223,7288,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-08-01,38.299999237060547,1239204,7193,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-08-01,41.540000915527344,1225883,7603,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-08-01,43.290000915527344,1214106,5720,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-08-01,36.349998474121094,1147405,5784,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-08-01,51.7400016784668,1055811,3774,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-08-01,38.900001525878906,387446,2680,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-08-01,26.299999237060547,331424,1657,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-08-01,219.35000610351562,35,2,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-09-01,28.8700008392334,104725780,260339,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-09-01,44.110000610351562,16253318,91562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-09-01,38.630001068115234,14645458,79690,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-09-01,42.220001220703125,14052129,69105,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-09-01,56.479999542236328,9873043,42485,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-09-01,52.639999389648438,7893337,33072,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-09-01,42.5099983215332,7028957,32932,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-09-01,52.400001525878906,6932909,32006,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-09-01,33.389999389648438,6918336,32988,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-09-01,32.459999084472656,6918019,89516,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-09-01,36.4900016784668,6765553,23306,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-09-01,41.810001373291016,6677274,34638,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-09-01,36.080001831054688,6457504,29583,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-09-01,49.430000305175781,6297269,32266,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-09-01,40.939998626708984,6174546,27356,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-09-01,38.369998931884766,5950498,30962,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-09-01,40.590000152587891,5881425,30522,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-09-01,33.810001373291016,5486761,24422,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-09-01,25.340000152587891,5215964,23459,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-09-01,38.840000152587891,4480675,19584,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-09-01,33.040000915527344,4289758,12092,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-09-01,30.479999542236328,4019989,9956,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-09-01,40.849998474121094,3906817,13927,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-09-01,62.799999237060547,3686217,13029,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-09-01,31.100000381469727,3480301,15910,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-09-01,41.939998626708984,3475501,20554,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-09-01,38.689998626708984,3454244,14306,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-09-01,41.060001373291016,3418650,12241,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-09-01,44.139999389648438,3340463,14140,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-09-01,37.430000305175781,3145968,13772,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-09-01,39.959999084472656,3132080,14181,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-09-01,49.029998779296875,2809596,16611,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-09-01,50.139999389648438,2761088,17455,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-09-01,42.330001831054688,2507436,12584,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-09-01,39.2400016784668,2280478,9219,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-09-01,54.619998931884766,2195856,12856,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-09-01,42.779998779296875,2043449,9137,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-09-01,47.819999694824219,2036621,11947,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-09-01,63.029998779296875,1782114,7679,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-09-01,42.0,1549475,6458,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-09-01,46.0,1518399,6661,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-09-01,34.900001525878906,1258591,5104,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-09-01,38.049999237060547,1140812,5485,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-09-01,49.599998474121094,1064494,3615,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-09-01,43.169998168945312,1012365,6751,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-09-01,53.979999542236328,1001035,5649,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-09-01,42.139999389648438,937226,4895,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-09-01,41.669998168945312,795917,4215,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-09-01,35.840000152587891,664069,3547,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-09-01,39.889999389648438,293505,1836,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-09-01,21.299999237060547,286959,1495,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-09-01,95.910003662109375,32,1,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-10-01,28.350000381469727,108491650,261700,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-10-01,37.049999237060547,16968874,94785,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-10-01,45.860000610351562,15691466,88757,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-10-01,41.930000305175781,14153223,74786,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-10-01,51.590000152587891,7930618,33456,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-10-01,58.279998779296875,7880008,38415,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-10-01,43.2599983215332,7547731,37399,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-10-01,47.7599983215332,7359881,37918,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-10-01,46.25,7257167,35848,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-10-01,51.709999084472656,7172323,34850,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-10-01,35.779998779296875,7043468,34371,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-10-01,35.790000915527344,6838963,25255,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-10-01,32.479999542236328,6558130,31861,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-10-01,37.299999237060547,6499377,34954,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-10-01,40.569999694824219,5713589,30388,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-10-01,40.520000457763672,5638421,28200,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-10-01,34.680000305175781,5635021,67800,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-10-01,24.399999618530273,5559565,24551,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-10-01,34.0099983215332,5505469,31424,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-10-01,37.380001068115234,5042031,12320,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-10-01,38.139999389648438,4413108,20526,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-10-01,31.170000076293945,4220081,10867,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-10-01,40.439998626708984,4126721,15414,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-10-01,61.849998474121094,3770768,13207,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-10-01,38.470001220703125,3708505,16236,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-10-01,32.220001220703125,3534442,16880,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-10-01,43.380001068115234,3526266,13215,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-10-01,43.75,3461757,21277,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-10-01,37.869998931884766,3434334,15519,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-10-01,44.7400016784668,3012154,12991,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-10-01,38.340000152587891,3011817,14599,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-10-01,48.270000457763672,2992675,18584,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-10-01,51.110000610351562,2532449,15555,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-10-01,42.9900016784668,2480175,14561,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-10-01,38.349998474121094,2395357,9950,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-10-01,55.2599983215332,2147279,13389,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-10-01,41.090000152587891,2147261,10106,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-10-01,51.029998779296875,1965990,11641,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-10-01,64.1500015258789,1889243,8531,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-10-01,42.939998626708984,1577436,7070,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-10-01,47.0,1504491,6426,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-10-01,34.7400016784668,1282645,5460,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-10-01,38.580001831054688,978458,4523,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-10-01,58.209999084472656,968348,5750,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-10-01,44.689998626708984,957311,5154,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-10-01,47.360000610351562,863919,5992,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-10-01,43.619998931884766,839446,4361,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-10-01,43.330001831054688,742546,2860,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-10-01,36.689998626708984,652873,3627,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-10-01,26.090000152587891,307103,1660,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-10-01,43.069999694824219,299045,2007,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-10-01,13.520000457763672,64,2,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
