month_date,merch_state,accommodation_cost,attraction_cost,breakfast_lunch_cost,dinner_cost,median_meal_cost,retail_cost,cost_per_trip
2024-01-01,AK,170.30999755859375,29.760000228881836,22.1299991607666,42.810001373291016,31.149999618530273,31.450000762939453,637.1799964904785
2024-02-01,AK,207.42999267578125,32.880001068115234,21.540000915527344,41.779998779296875,30.34000015258789,32.209999084472656,714.7599868774414
2024-03-01,AK,223.67999267578125,27.989999771118164,23.36000061035156,46.0099983215332,33.43000030517578,35.779998779296875,760.3599815368652
2024-04-01,AK,187.02999877929688,26.8799991607666,22.18000030517578,42.689998626708984,30.829999923706055,33.56999969482422,669.0599937438965
2024-05-01,AK,236.5800018310547,29.799999237060547,23.549999237060547,45.150001525878906,33.0099983215332,34.869998931884766,787.0
2024-06-01,AK,250.5500030517578,27.6299991607666,22.969999313354492,44.0099983215332,32.369998931884766,32.369998931884766,800.9999961853027
2024-07-01,AK,262.8800048828125,27.420000076293945,23.38999938964844,45.29999923706055,33.130001068115234,32.86000061035156,830.4800071716309
2024-08-01,AK,258.7200012207031,28.38999938964844,23.920000076293945,46.0099983215332,33.5099983215332,37.40999984741211,836.7399978637695
2024-09-01,AK,237.0399932861328,28.940000534057617,23.690000534057617,44.25,32.720001220703125,32.4900016784668,780.1999931335449
2024-10-01,AK,208.7100067138672,38.279998779296875,24.75,46.880001068115234,34.58000183105469,40.20000076293945,767.1400146484375
2024-11-01,AK,190.7400054931641,34.79999923706055,23.940000534057617,45.06999969482422,33.369998931884766,35.779998779296875,708.5400085449219
2024-12-01,AK,207.02000427246097,42.7599983215332,25.420000076293945,49.02000045776367,36.189998626708984,42.290000915527344,783.8600082397461
2025-01-01,AK,173.8300018310547,40.560001373291016,22.899999618530273,44.34000015258789,32.0,31.030000686645508,671.1200065612793
2025-02-01,AK,206.4199981689453,37.869998931884766,23.3799991607666,45.15999984741211,32.880001068115234,32.22999954223633,736.8799896240234
2025-03-01,AK,201.32000732421875,39.099998474121094,24.75,47.380001068115234,34.68000030517578,35.09000015258789,744.7800140380859
2025-04-01,AK,199.44000244140625,34.0099983215332,23.43000030517578,45.25,32.95000076293945,32.86000061035156,716.8400039672852
2025-05-01,AK,234.72999572753903,37.16999816894531,23.969999313354492,45.83000183105469,33.459999084472656,34.09000015258789,799.5199890136719
2025-06-01,AK,249.41000366210935,32.349998474121094,23.729999542236328,46.349998474121094,33.72999954223633,32.9900016784668,817.120002746582
2025-07-01,AK,283.3699951171875,29.5,23.6200008392334,46.470001220703125,33.22999954223633,32.810001373291016,878.7799987792969
2025-08-01,AK,277.6400146484375,29.450000762939453,24.90999984741211,48.20000076293945,35.0,37.70000076293945,885.6200332641602
2025-09-01,AK,211.55999755859375,31.940000534057617,24.3700008392334,46.279998779296875,33.849998474121094,33.040000915527344,743.1199989318848
2025-10-01,AK,201.22000122070312,39.90999984741211,25.229999542236328,48.31999969482422,35.380001068115234,37.380001068115234,754.5800018310547
2024-01-01,AL,179.3300018310547,22.170000076293945,18.520000457763672,35.47999954223633,25.950000762939453,38.04999923706055,624.1400032043457
2024-02-01,AL,196.16000366210935,27.049999237060547,19.540000915527344,37.470001220703125,27.459999084472656,41.970001220703125,683.4600143432617
2024-03-01,AL,202.2899932861328,30.969999313354492,21.959999084472656,42.689998626708984,30.440000534057617,44.029998779296875,727.799976348877
2024-04-01,AL,202.6499938964844,31.829999923706055,19.81999969482422,39.7400016784668,28.36000061035156,42.5,712.7199897766113
2024-05-01,AL,203.72000122070312,28.170000076293945,23.6299991607666,45.45000076293945,32.939998626708984,42.86000061035156,734.9200019836426
2024-06-01,AL,208.9900054931641,31.90999984741211,26.969999313354492,52.790000915527344,37.720001220703125,42.56999969482422,780.4000091552734
2024-07-01,AL,205.5800018310547,31.489999771118164,26.479999542236328,53.13999938964844,37.540000915527344,44.779998779296875,775.8999977111816
2024-08-01,AL,191.0500030517578,28.8799991607666,22.549999237060547,44.689998626708984,31.88999938964844,43.5,706.439998626709
2024-09-01,AL,193.61000061035156,29.239999771118164,21.170000076293945,41.72999954223633,30.059999465942383,42.040000915527344,697.9200019836426
2024-10-01,AL,199.8800048828125,25.540000915527344,20.8700008392334,41.06999969482422,29.600000381469727,41.029998779296875,698.5200119018555
